X1,X2,X3,X4,X5,X6,ID,SEX,AGE,EDUCATION,MARRIAGE,LIMIT_BAL,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,target
-0.9137226507345055,-0.5992717059950431,-1.7296646037796366,1.1359771276188309,0.12116774833385416,0.009653530057888946,130,1,55,3,1,60000,60521,61450,57244,28853,29510,26547,2504,7,1200,1200,1100,1500,0
-2.102481038298429,0.07222353886848962,1.3958877391715139,-0.43697354071264116,-0.21426015688343375,-0.21400224707351337,131,2,23,1,2,30000,4000,5645,3508,-27,13744,5906,5645,3508,27,13771,5911,3024,0
5.258687798695259,-1.038458564043816,-0.02167665383628901,-0.41016963934116774,-0.14933631366582928,0.12392741774041484,133,1,34,2,1,420000,253454,247743,229049,220951,210606,188108,9744,9553,7603,7830,7253,11326,0
5.321843214054462,-1.2191906053248946,-0.9454899448710262,0.3344361994341805,-0.10886997482217857,-0.2274840081823011,134,1,46,3,1,330000,227389,228719,229644,227587,227775,228203,8210,8095,8025,8175,8391,8200,0
-1.4229032432382203,-0.09252378443193483,0.7577016735280677,-0.41286365256130864,-0.03562144337944652,0.01486809623885916,137,1,27,1,2,150000,17444,19342,22000,24614,27200,30229,2500,3000,3000,3000,3500,5000,0
-1.8875058921164465,-0.02113298262251103,0.019078097018337792,-0.15731130383051062,0.013903264497214737,-0.042524376429371916,138,2,33,2,1,210000,7166,7997,8792,9189,4404,5708,1500,1500,1000,500,2000,546,0
-1.350895076222777,-0.6371186547991111,1.2609156154672607,-0.30750972614396166,0.11500152854605687,0.15625522202438205,140,1,24,1,2,50000,50801,50143,49586,19430,19375,18995,2360,1700,1000,900,870,2130,0
-1.8499864342569299,-0.3821618140668832,1.404465006103716,-0.2292999500090096,0.20767568549580753,0.014421821877561535,143,1,23,2,2,50000,10131,10833,20583,19996,19879,18065,1000,10000,400,700,800,600,0
-1.5169403723771264,0.8853859772195315,0.5213684624347092,-0.5704828924765473,0.08064069125757677,-0.2072653273357045,144,1,29,2,2,170000,12159,10000,10000,10000,9983,15846,10000,10000,10000,9983,15863,10000,0
-2.166947281319829,-0.056202965355363274,0.9413602579608837,0.23113320679254748,0.003721152754982814,0.14883577667525988,145,1,29,1,2,20000,1199,15586,344,2340,6702,339,15586,344,2340,4702,339,330,0
2.284565001281347,0.09172151054304528,0.5154650463156434,0.5076662695485359,-0.778671271707586,0.17996702019584124,148,1,34,1,2,200000,197236,176192,93069,135668,132233,59875,8000,5000,55500,5000,5000,8500,0
-0.7240149617692188,0.34648052847630284,1.32302743338185,-0.0976674557949618,-0.04549674702981791,0.7102736095642458,152,1,25,1,2,80000,42444,55744,43476,41087,41951,31826,30000,3000,6000,8000,2000,14000,0
3.731612869100672,1.083429498800182,-1.6477719413238359,0.6979530122316822,-3.4343972373403475,-1.9421942019014071,154,2,56,2,1,280000,208775,182350,132257,101783,177145,169311,8042,6700,5137,100000,7000,6321,0
-2.028994445556314,-0.4123022922661163,1.0852952015328832,-0.18844328845940392,0.0616234424816334,0.01607365521444227,155,2,26,3,2,30000,9014,10406,11427,11935,13084,14206,1700,1500,1000,1500,1500,1500,0
-0.8875087968760196,0.07037132267960569,0.2455875094960615,0.12803837091258347,-0.1784315660890816,-0.037632016381164805,156,1,34,1,1,140000,23944,28049,32073,43129,47086,48699,5000,5000,11885,5000,3000,5504,0
0.8981655605296397,-0.6550493061822557,-0.15592528436506908,0.03750755051018104,-0.05434866368546225,-0.020682917084522967,157,2,37,1,2,200000,105420,102870,89643,90938,92505,94031,4000,3250,3250,3500,3560,5000,0
3.139341567451297,-1.189386442972183,0.7364064976217268,-0.109931968141822,0.011605012592555097,0.07095154191567088,158,2,30,3,2,200000,196031,196143,189524,167163,146975,122324,7300,7108,7680,6200,5000,4500,0
2.397123358985082,-0.19786171760393406,-0.7610164982231657,0.3746009420044069,-0.08084942437826098,-0.28799269614421447,159,1,45,3,1,210000,115785,122904,129847,137277,145533,154105,10478,10478,11078,11078,11678,10478,1
-1.4753907213544832,-0.37979936385213137,-0.861209295486867,0.7420072363008137,0.09582569360427041,-0.04444086173217543,165,2,46,2,1,60000,21148,23803,24908,26034,26655,27756,3000,1500,1500,1000,1500,1500,0
0.5058772677828766,-0.8435725683841919,1.0078523074000805,-0.19810864010462756,0.09715428286920678,0.054863786183858045,166,2,27,1,2,110000,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,0
-1.16853139316938,1.31787061468471,-1.807409324672172,0.41420244808497486,0.08148634118766876,-0.2602606243799923,167,1,50,1,2,370000,6093,15130,8204,15398,4792,13453,15383,8204,15413,4792,13453,4699,0
-1.5181600184657233,-0.5969518031128366,1.4679912311749344,-0.37398627619060393,0.0613270877507512,0.009081802586055942,170,2,22,2,2,50000,28040,29092,29366,27737,28318,28806,1510,1442,982,1017,1277,567,0
-1.0270172009145049,0.09809588108994251,-0.4125468039889191,-0.04135257504777961,-0.11666379998202679,-0.06445063692793945,171,1,37,2,2,270000,37695,33397,30534,27598,26344,24641,5000,2000,3000,4000,3000,2000,0
-2.005915616268168,-0.5062229954982413,1.4869656856759448,-0.36898914160758817,0.0612157415763842,0.014610894149849526,179,2,22,2,2,20000,16001,12622,13221,13130,14034,14906,1212,1201,500,1500,1500,1000,0
-1.5284278533909879,-0.03919548427492278,0.2282194335328264,0.3155711645805801,0.1827497417932303,0.09054406131193075,182,2,35,3,2,80000,49608,12412,14873,17364,17770,17460,12500,6500,3000,2000,3000,2000,0
2.5293167916723114,3.5660472192739436,-1.2846373579406007,-0.020806569405259243,0.9855188325828547,-0.4283220532255522,183,2,47,1,1,500000,56422,110616,110340,122967,108834,70064,70010,30357,30000,20000,52183,20000,0
-1.2611667359977128,-0.6113145846917151,1.2541614640877974,-0.29910565645550014,0.07204951906949507,0.15887911514316208,184,2,24,2,1,60000,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,1
0.029706845243515145,3.574788420835729,0.39856490839605246,0.023816243639327668,-0.7289412734047835,1.2042187651546787,187,2,32,1,2,360000,2616,57077,5287,68445,13881,16240,57087,5295,68454,13889,16250,38313,0
0.00846499717574066,0.2424789732374937,0.13917813001109391,-0.1987619966587697,-0.12472930842672535,0.006553807183190048,191,1,32,1,2,310000,59901,62147,62102,65875,60387,43328,10020,6031,10057,5028,5060,4223,0
-1.8375535700649233,-0.1014538437620326,-0.10050992638488619,-0.19324831997001624,0.00997439168482901,0.7302146991403342,195,1,36,2,1,50000,47790,18114,18250,-14,72,658,2000,1000,2000,500,1000,20011,0
-1.8038693159753298,-0.17569745559656805,1.572458799792112,-0.3576590855263259,-0.6073930237949783,-0.2977602528654581,198,2,22,1,2,20000,18553,19446,19065,8332,18868,19247,1500,1032,541,20000,693,1000,0
-1.5745486104816926,0.8455134440595686,-0.816541458945154,-0.9313274182402811,-0.29754407621353623,0.44014657430554427,199,2,34,1,1,500000,412,138,2299,1251,1206,1151,138,2299,1251,1206,1151,15816,0
-1.7044197937349619,0.5205141527381134,1.0272867389857285,-0.16568175093463017,-0.2869226689226594,0.14407716137005708,203,2,26,1,2,140000,13424,18000,13001,5818,13506,487,10000,13001,5841,13506,487,7004,0
1.3686207850754029,-0.9122363147243135,1.1529959023178697,-0.303386936878145,-0.005523640900113773,-0.0828351486462736,204,1,26,2,2,120000,107314,110578,113736,116000,119131,122135,5000,5000,4152,5000,5000,5000,0
4.380535515090602,-1.12192432270987,-1.2698043214913215,0.49581107332924484,0.05204407049274229,0.006151555197808066,205,2,48,2,1,360000,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,0
-1.674348582725277,0.028529637239852843,-0.3629035724447874,0.897085834345077,0.3150655119955133,0.1721478996449448,206,1,43,3,1,20000,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,0
-0.3505167416231245,-0.8003142123545101,1.2850243012840907,-0.31314350418581244,0.09702164522448348,0.08508857201254962,209,2,24,2,2,80000,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,1
-1.2063185186115981,-0.5780586953332008,-0.5210655075672184,0.6258069022837711,0.09536081822710188,-0.0482934019032654,213,2,43,3,1,40000,38257,38901,38103,36207,33138,31339,1700,1504,1200,1500,1500,1000,0
0.18057634546397808,-0.7611583304429651,0.1757139183732855,0.23140898089495918,0.05871701985958539,-0.07199620906875068,218,1,36,2,2,80000,79278,78501,78534,80016,76235,78245,3100,3500,3400,3000,3500,3000,0
0.12342427809774237,-0.5953402819862423,0.5391289694933349,-0.16879932603244646,0.05117544376299242,0.23496968777189675,219,2,31,3,0,110000,89989,84229,79288,73315,63818,63208,4000,5000,3000,3000,3000,8954,0
8.680311231545035,-1.8697058958858146,-0.574974676341071,0.34547585407308057,-0.12678984459007162,-0.29682449669331445,222,2,45,3,2,330000,335196,334954,335527,333860,335760,330121,12388,12378,12116,12450,12213,11678,0
5.596093302431512,-1.0414036454127045,0.162685904599385,-0.23835409343997235,-0.3480635352176025,0.11163679931821627,223,2,35,2,2,300000,291619,297268,205629,215827,208464,212508,12019,9006,17000,12000,9557,15000,0
0.3735506932008324,0.05747778981496749,0.04063794009974612,-0.12204082922243958,0.4090696083949184,0.17435072894319484,224,2,33,2,2,320000,91653,94037,108597,65913,43805,33263,10042,18832,2117,2076,5045,3754,0
1.9691572041721275,-0.5890004520953303,1.0089861130424274,-0.037970914366950846,-0.2447953427569059,-0.0928039342814752,226,2,28,1,2,170000,130370,131199,128900,125514,127280,128839,6530,4860,22500,4820,4877,4962,0
-1.808438962444571,-0.4786767197007964,0.07507484822719722,0.39885159492345346,0.1333822586207033,-0.01263820844622794,228,1,37,2,1,20000,16455,16511,18902,18768,18650,19175,1609,3000,663,676,834,782,0
-1.3814673865212594,-0.6287990816543765,1.376971293729061,-0.30433547950685613,0.10531282152651868,0.12137479268405812,229,1,23,2,2,50000,49758,48456,44116,21247,20066,18858,2401,2254,2004,704,707,1004,1
-1.7403441994472724,-0.5490557346399053,1.2506648896983705,-0.2672394966971326,0.13636147302319973,0.11826860100947859,231,2,24,1,2,50000,35084,35796,30937,19420,10385,1308,2090,2002,1002,238,1011,389,0
-1.4674692010824486,-0.5801067607489133,0.3600611432329543,0.10044602804732668,0.05147298755063556,0.030600826372171736,235,2,33,2,1,60000,58203,36367,20934,20694,20175,19421,1506,1298,1000,721,811,599,0
-1.9095431799488145,0.24593670260084596,-0.00832547055056252,-0.3175539179608994,0.5979207685491454,-0.5240266267952405,236,1,35,1,2,80000,7988,3977,6848,1719,1378,19942,3983,6853,1719,1378,19942,2418,0
-0.2521589008369333,-0.7353856620938589,0.7953980626840109,-0.3455746554683138,0.004469618722148877,0.23693898908476546,237,2,27,2,2,150000,127402,110050,51547,44384,36900,29497,4500,1745,1566,1208,1077,2529,0
4.909868950161182,-1.2697503851108491,-1.1570234340715182,0.6956677349711294,-0.01712623812927186,-0.17714455674015614,239,2,50,3,1,240000,234205,231669,214642,207642,210375,214694,10116,9150,8008,8000,8009,7714,1
-1.5494352816887456,-0.13126581518920083,-0.5780760817938728,0.3160788125095131,0.08222796803746998,-0.02097989878438799,240,2,41,2,3,140000,19346,21708,22940,19068,16409,16383,3000,2000,2198,1000,3000,2399,1
-1.0764462837994713,-0.5508977381383227,-0.1476655465226647,0.42728861014629044,0.08951872764648872,0.047099986029721985,242,1,39,1,2,50000,47174,47974,48630,50803,30789,15874,1800,2000,3000,2000,2000,2000,0
-1.4978359958520537,-0.5518836199386735,0.9880382915977939,-0.14083322123550004,0.06493433813523938,0.007924239646393905,243,2,27,2,2,50000,26655,27724,28676,27990,28790,29399,1800,1750,900,1200,1200,1100,0
-1.5362923777498234,0.2691956682758469,-4.109318170126197,1.7280112241713008,-0.19742072636420321,-0.21522507087597278,247,2,75,2,1,250000,52874,1631,1536,1010,5572,794,1631,1536,1010,5572,794,1184,0
-0.6392522439776568,-0.05007132167046391,0.6544851908305669,-0.6169101730072426,-0.0839741311586854,0.1148956516285697,249,1,25,1,2,330000,46140,45781,48139,51137,39450,25358,2504,4007,5056,74,1023,2566,0
-1.6900591846001787,-0.4142968750694532,-0.88997630155275,0.6991230203131159,0.08880398596305807,0.0006187571593897513,250,1,46,3,1,50000,35713,15392,16099,16418,16765,17484,1561,1268,587,611,1000,2000,0
-1.1532530937543246,-0.649944314015608,1.0620086616659585,-0.28005115434905276,0.05067359746605555,0.08880721915848375,251,2,26,2,2,50000,50867,51486,48869,30115,29527,29998,1710,136,1206,2002,2005,3003,0
1.0736779493946276,-0.8563897678642525,1.104580086574128,-0.27323585881904183,0.012365878185212382,-0.05495121922244221,253,2,26,2,2,140000,101551,105246,104781,105334,107699,106828,5366,5087,3605,3894,3785,3304,1
0.26539075102228615,1.8329683811131283,0.973507010830782,-0.8204074122340803,-3.343337830172586,-1.9067717388654173,254,2,28,1,2,160000,70243,47779,28052,7222,99669,84426,7042,2000,1000,99669,12600,10000,0
-1.6412569027648047,0.48746358404182843,0.030328231007044758,-0.6272782847167617,-0.21383364779101116,-0.06503023549069098,255,2,29,2,2,400000,19532,3719,1453,4944,1896,2486,3127,1469,4968,1905,2494,862,0
-1.4914704820357945,-0.5868580010919484,1.1809843990124969,-0.22935856142320768,0.05727905724784434,0.01830544179878432,256,1,25,2,1,50000,27699,28513,29341,29928,29533,28538,1565,1393,980,994,1024,886,0
-1.8669071639645303,0.31157916528108925,-1.4520587917470706,0.0696239223592726,0.5042962388695209,-0.7003871630313603,257,2,48,2,1,140000,1154,1233,862,1355,1130,21361,1233,1075,1355,1130,21361,1347,0
3.8543758849635377,-1.187228372047597,-0.9926906892849102,0.6912157160111008,0.11449148629612337,-0.03174081681915142,260,1,48,1,1,220000,210380,213522,201852,169115,172169,162402,10000,9020,6000,5500,6000,5500,1
1.6991946862283385,2.3456977614686356,-0.30692595253243743,-2.0504166833157167,0.5630647122925041,2.034399376510266,261,2,29,1,2,510000,78331,99414,107686,103776,87265,36739,40010,20094,5000,5001,25365,65000,0
-1.2944932869513255,-0.46143427856776653,0.7657293727002172,-0.16118607070533525,-0.06106207803242825,0.16894355033386163,262,1,29,2,2,50000,49276,35100,32563,27823,29130,28309,1602,1400,3000,3130,1062,6318,0
-1.979221097752192,0.128820949858868,-0.2363532575284964,-0.25764763331364327,0.4819053294314517,-0.4315771514628844,265,2,37,1,2,80000,10115,249,5986,188,1644,16872,258,5995,188,1644,16872,4000,0
-1.211670178994123,-0.5261431797294999,-1.0040575229131523,0.8518145195908998,0.08502755674782284,-0.07450660999381571,269,2,48,1,2,40000,34871,34449,33634,34586,34762,35673,1600,1600,1500,1500,1500,1500,0
-1.3797160304785108,-0.45399321540161525,0.364567880652662,-0.050591395706063066,-0.007874118011950931,0.06147345306298513,271,1,32,3,2,100000,70003,31545,20974,19713,19848,18126,2035,2004,616,2007,1009,2015,0
